[6195] \Global\Thug\MasterSpawn
[6981] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[6993] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol
[6994] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol
[6995] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[6982] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun
[6983] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun
[6984] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[7015] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\Util\AttackRightsSpawn\AlwaysMiss
[7014] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\Fire\RangedAttack\Util\AttackRightsSpawn\AttackRightsAcquired
[6976] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Attack\PopOut
[6975] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\HitRecent
[7016] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Idle
[7017] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Idle\Reactions\DodgeFire
[7018] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Idle\Reactions\Down
[7019] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Aggressive\Idle\Reactions\Down\PeekUp
[7069] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire
[7105] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\Dummy
[7070] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp
[7097] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[7098] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[7100] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[7101] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[7099] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[7094] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun
[7095] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[7096] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[7088] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher
[7089] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[7090] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[7102] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol
[7103] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol
[7104] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[7091] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun
[7092] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun
[7093] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[7080] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic
[7081] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[7083] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[7084] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[7082] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[7077] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun
[7078] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[7079] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[7071] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher
[7072] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[7073] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[7085] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol
[7086] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol
[7087] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[7074] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun
[7075] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun
[7076] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[7107] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\Util\AttackRightsSpawn\AlwaysMiss
[7106] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\Fire\RangedAttack\Util\AttackRightsSpawn\AttackRightsAcquired
[7068] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Attack\PopOut
[7067] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\HitRecent
[7108] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle
[7109] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\AimedAt
[7113] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire
[7149] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\Dummy
[7114] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp
[7141] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic
[7142] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[7144] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[7145] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[7143] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
[7138] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun
[7139] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun
[7140] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringCombatShotgun\RangedAttackCombatShotgun\WaitAfterFiringCombatShotgun
[7132] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher
[7133] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher
[7134] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringGrenadeLauncher\RangedAttackGrenadeLauncher\WaitAfterFiringGrenadeLauncher
[7146] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol
[7147] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol
[7148] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringPistol\RangedAttackPistol\WaitAfterFiringPistol
[7135] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun
[7136] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun
[7137] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireFar\WaitBeforeFiringShotgun\RangedAttackShotgun\WaitAfterFiringShotgun
[7124] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic
[7125] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic
[7127] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\FireWeapon
[7128] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\TriggerPulled\Wait
[7126] \Global\Thug\MasterSpawn\Actions\Objectives\AttackTargetBehaviour\CombatSpawn\Behaviour\RangedBehaviour\RangedSpawns\Main\Util\InCover\InCover\0x1BD18C3D\Balanced\Idle\Reactions\BlindFire\RangedAttack\StandUp\Range\FireNear\WaitBeforeFiringAutomatic\RangedAttackAutomatic\WaitAfterFiringAutomatic
